,label,text,source,chars,words,avg_wlen,puncs,uppers,titles,clean_text,clean_words,chars_c,words_c,avg_wlen_c,puncs_c,uppers_c,titles_c
1928,1,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,imdb,157,25,6.28,1,25,25,imdb paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years,16,121,16,6.28,0,16,16
1929,1,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,imdb,127,24,5.291666666666667,3,24,24,imdb movie completely perfect titta di girolamo stay long time vision movie,12,75,12,5.291666666666667,0,12,12
1930,1,I rate this movie 9/10.  ,imdb,25,5,5.0,2,5,5,imdb rate movie 910,4,19,4,5.0,0,4,4
1931,1,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",imdb,229,38,6.026315789473684,4,38,38,imdb know emilio estevez directorial debut pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye,21,162,21,6.026315789473684,0,21,21
1932,1,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,imdb,126,20,6.3,1,20,20,imdb interplay martin emilio contains wonderful chemistry saw wall street martin charlie,12,88,12,6.3,0,12,12
1933,1,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",imdb,146,25,5.84,4,25,25,imdb kathy bates wonderful characters subtle desperation escapism variation character play fields lord,13,102,13,5.84,0,13,13
1934,1,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,imdb,124,21,5.904761904761905,3,21,21,imdb readers already seen one miyazaki films still top form made another worthwhile experience,14,94,14,5.904761904761905,0,14,14
1935,1,"It never condescends, all the characters have good genuine hearts and believable problems.  ",imdb,92,13,7.076923076923077,2,13,13,imdb never condescends characters good genuine hearts believable problems,9,73,9,7.076923076923077,0,9,9
1936,1,The two main characters may be two of the most believable children I ever saw put on screen.  ,imdb,94,18,5.222222222222222,1,18,18,imdb two main characters may two believable children ever saw put screen,12,72,12,5.222222222222222,0,12,12
1937,1,"They are so easy to love, but even more easy to identify with.  ",imdb,64,13,4.923076923076923,2,13,13,imdb easy love even easy identify,6,33,6,4.923076923076923,0,6,6
1938,1,This movie is great--especially if you enjoy visual arts.  ,imdb,59,9,6.555555555555555,3,9,9,imdb movie great especially enjoy visual arts,7,45,7,6.555555555555555,0,7,7
1939,1,The scenery that the two daughters paint and photograph are beautiful.  ,imdb,72,11,6.545454545454546,1,11,11,imdb scenery two daughters paint photograph beautiful,7,53,7,6.545454545454546,0,7,7
1940,1,The story is also both funny and poignant at times.  ,imdb,53,10,5.3,1,10,10,imdb story also funny poignant times,6,36,6,5.3,0,6,6
1941,1,"People who like European films and ""art movies"" will like this movie.  ",imdb,71,12,5.916666666666667,3,12,12,imdb people like european films art movies like movie,9,53,9,5.916666666666667,0,9,9
1942,1,This is truly an art movie--it actually has a lot of art in it.  ,imdb,65,14,4.642857142857143,3,14,14,imdb truly art movie actually lot art,7,37,7,4.642857142857143,0,7,7
1943,1,Go rent it.  ,imdb,13,3,4.333333333333333,1,3,3,imdb go rent,3,12,3,4.333333333333333,0,3,3
1944,1,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",imdb,176,32,5.5,4,32,32,imdb however finally watching film realized closed mind brilliance depicts also found watching,13,94,13,5.5,0,13,13
1945,1,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",imdb,135,25,5.4,5,25,25,imdb one movie never ceases interest simply keeps alert try attempt decipher meanings,13,85,13,5.4,0,13,13
1946,1,Brilliance indeed.  ,imdb,20,2,10.0,1,2,2,imdb brilliance indeed,3,22,3,10.0,0,3,3
1947,1,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",imdb,170,27,6.296296296296297,6,27,27,imdb liked movies like matrix better yet sequels think appreciate thought provoking mindblowing experience film give,16,116,16,6.296296296296297,0,16,16
1948,1,Think of the film being like a dream.  ,imdb,39,8,4.875,1,8,8,imdb think film like dream,5,26,5,4.875,0,5,5
1949,1,Simply beautiful.  ,imdb,19,2,9.5,1,2,2,imdb simply beautiful,3,21,3,9.5,0,3,3
1950,1,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,imdb,141,25,5.64,7,25,25,imdb rickman stowe play roles hilt tale childrens book writer maybe written subversive tract,14,92,14,5.64,0,14,14
1951,1,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",imdb,90,16,5.625,3,16,16,imdb gloriously fun fast paced fairly accurate portrayal night raver,10,68,10,5.625,0,10,10
1952,1,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,imdb,91,16,5.6875,1,16,16,imdb presents idyllic yet serious portrayal ups downs characters lives,10,70,10,5.6875,0,10,10
1953,0,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",imdb,101,18,5.611111111111111,4,18,18,imdb whatever avoid groove antithesis good human traffic,8,56,8,5.611111111111111,0,8,8
1954,0,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",imdb,177,32,5.53125,8,32,32,imdb bad everyone else involved nt share crowe level dedication quality far better film hands subpar mess,17,105,17,5.53125,0,17,17
1955,0,The movie seemed a little slow at first.  ,imdb,42,8,5.25,1,8,8,imdb movie seemed little slow first,6,35,6,5.25,0,6,6
1956,1,But it picked up speed and got right to the point.  ,imdb,52,11,4.7272727272727275,1,11,11,imdb picked speed got right point,6,33,6,4.7272727272727275,0,6,6
1957,1,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",imdb,109,18,6.055555555555555,3,18,18,imdb showed exactly government scientist argued humanity reasons gadget,9,71,9,6.055555555555555,0,9,9
1958,1,I enjoyed it.  ,imdb,15,3,5.0,1,3,3,imdb enjoyed,2,12,2,5.0,0,2,2
1959,1,I have recommended it to friends.  ,imdb,35,6,5.833333333333333,1,6,6,imdb recommended friends,3,24,3,5.833333333333333,0,3,3
1960,1,I was particularly pleased with the acting ability of Dwight Schultz.  ,imdb,71,11,6.454545454545454,1,11,11,imdb particularly pleased acting ability dwight schultz,7,55,7,6.454545454545454,0,7,7
1961,1,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",imdb,115,14,8.214285714285714,3,14,14,imdb actors truly understand become particular character delivering convincing sincere performance,11,98,11,8.214285714285714,0,11,11
1962,1,"Their on-screen chemistry, critical to the entire film, is genuine.  ",imdb,69,10,6.9,4,10,10,imdb onscreen chemistry critical entire film genuine,7,52,7,6.9,0,7,7
1963,1,"The film's dialogue is natural, real to life.  ",imdb,47,8,5.875,3,8,8,imdb film dialogue natural real life,6,36,6,5.875,0,6,6
1964,1,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",imdb,125,16,7.8125,4,16,16,imdb writer gorman bechard undoubtedly homework references industry characterage appropriate,10,92,10,7.8125,0,10,10
1965,1,The incredible soundtrack truly captures the essence of the film.  ,imdb,67,10,6.7,1,10,10,imdb incredible soundtrack truly captures essence film,7,54,7,6.7,0,7,7
1966,1,"Each track commands sentiment, actually contributing to the scenes and characters.  ",imdb,84,11,7.636363636363637,2,11,11,imdb track commands sentiment actually contributing scenes characters,8,69,8,7.636363636363637,0,8,8
1967,1,Definitely worth seeingÂ… it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,imdb,129,20,6.45,2,20,20,imdb definitely worth sort thought provoking film forces question threshold loneliness,11,86,11,6.45,0,11,11
1968,1,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",imdb,171,30,5.7,7,30,30,imdb hayao miyazaki latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood,19,126,19,5.7,0,19,19
1969,1,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",imdb,257,40,6.425,5,40,40,imdb time seems film animation dominated disneypixar cgi masterpieces refreshing comforting know miyazaki still relying traditional handdrawn animation tell charming enchanting stories,22,184,22,6.425,0,22,22
1970,1,Enough can not be said of the remarkable animation in this film.  ,imdb,66,12,5.5,1,12,12,imdb enough said remarkable animation film,6,42,6,5.5,0,6,6
1971,1,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,imdb,102,15,6.8,2,15,15,imdb art style appearance crayonpencil drawings wonderfully colorful fanciful,9,77,9,6.8,0,9,9
1972,0,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",imdb,107,22,4.863636363636363,3,22,22,imdb act film glad gon na drift away earth far possible,11,55,11,4.863636363636363,0,11,11
1973,0,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",imdb,127,23,5.521739130434782,4,23,23,imdb one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere,15,92,15,5.521739130434782,0,15,15
1974,0,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,imdb,166,31,5.354838709677419,5,31,31,imdb nt choked vomit end cheap drama worthless dialogue must bored death waste time,14,83,14,5.354838709677419,0,14,14
1975,1,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",imdb,125,25,5.0,2,25,25,imdb still makes super ending depicts great sea vessel taken mighty frost,12,73,12,5.0,0,12,12
1976,1,"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",imdb,88,15,5.866666666666666,2,15,15,imdb consider excellent story solid acting look film added bonuses,10,66,10,5.866666666666666,0,10,10
1977,0,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",imdb,70,12,5.833333333333333,3,12,12,imdb instead got bore fest whiny spoiled brat babysitting,9,57,9,5.833333333333333,0,9,9
1978,1,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",imdb,131,26,5.038461538461538,4,26,26,imdb watched two sundays ago march 20th 2005 began really enjoy time taped entire thing,15,87,15,5.038461538461538,0,15,15
1979,1,It is a very well acted and done TV Movie.  ,imdb,44,10,4.4,1,10,10,imdb well acted done tv movie,6,29,6,4.4,0,6,6
1980,1,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,imdb,94,19,4.947368421052632,1,19,19,imdb judith light one favorite actresses think superb job film,10,62,10,4.947368421052632,0,10,10
1981,1,I keep watching it over and over.  ,imdb,35,7,5.0,1,7,7,imdb keep watching,3,18,3,5.0,0,3,3
1982,1,"It's a sad movie, but very good.  ",imdb,34,7,4.857142857142857,3,7,7,imdb sad movie good,4,19,4,4.857142857142857,0,4,4
1983,1,"If you have not seen this movie, I definitely recommend it!  ",imdb,61,11,5.545454545454546,2,11,11,imdb seen movie definitely recommend,5,36,5,5.545454545454546,0,5,5
1984,1,"She is as lovely as usual, this cutie!  ",imdb,40,8,5.0,2,8,8,imdb lovely usual cutie,4,23,4,5.0,0,4,4
1985,1,Still it's quite interesting and entertaining to follow.  ,imdb,58,8,7.25,2,8,8,imdb still quite interesting entertaining follow,6,48,6,7.25,0,6,6
1986,1,;) Recommend with confidence!  ,imdb,31,4,7.75,3,4,4,imdb recommend confidence,3,25,3,7.75,0,3,3
1987,1,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,imdb,84,13,6.461538461538462,2,13,13,imdb movie wellbalanced comedy drama thoroughly enjoyed,7,55,7,6.461538461538462,0,7,7
1988,1,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,imdb,165,29,5.689655172413793,5,29,29,imdb riot see hugo weaving play sexobsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander,19,124,19,5.689655172413793,0,19,19
1989,1,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",imdb,78,13,6.0,5,13,13,imdb anyway plot flowed smoothly malebonding scenes hoot,8,56,8,6.0,0,8,8
1990,1,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",imdb,110,22,5.0,2,22,22,imdb opening sequence gem classic cat n mouse games follow delight watch,12,72,12,5.0,0,12,12
1991,1,Fans of the genre will be in heaven.  ,imdb,38,8,4.75,1,8,8,imdb fans genre heaven,4,22,4,4.75,0,4,4
